fine_label	utterance
UNK:UNK	Wade, entendi que sua prioridade número um era lidar com a situação do seu veículo. Você precisa cuidar disso esta semana. Lucy não pode impor aos inquilinos um padrão (os veículos devem estar em ordem de circulação e com adesivos válidos) se a equipe não cumprir isso. Se você decidir comprar um caminhão pequeno e quiser me listar como empregador para fins de crédito, atestarei sua renda. Filipe
UNK:UNK	o merlin ct. o endereço ainda é bom. Não sei por que a correspondência seria devolvida.
UNK:UNK	Tim, você pode autorizar o acesso ao local de energia oeste para Keith Holtz. Ele é nosso trader no sul da Califórnia e tem um contrato de dois anos. Por outro lado, é minha imaginação ou o site da SARR reduziu sua previsão para a alta de McNary em maio. Parece que os fluxos foram reduzidos para a faixa de 130 e há menos dias perto de 170. Além disso, a segunda quinzena de abril não parece ter ocorrido como eu esperava. As saídas permaneceram em 100-110 em McNary. Você pode enviar um e-mail ou ligar com algumas informações adicionais? Obrigado, Filipe
UNK:UNK	Aqui está o primeiro rascunho de uma lista de desejos para sistemas.
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 19/07/2000 10:39 ----- Skipping Stone <ss4@skpstnhouston.com> em 18/07/2000 18:06:28 Para: Energy.Professional @mailman.enron.com cc: Assunto: Recurso de informação interativa pulando pedra animação Você nos viu ultimamente? Venha ver as novidades www.skippingstone.com Energy Experts Consultoria para a Indústria Energética!
UNK:UNK	11h15 de hoje ainda funciona.
UNK:UNK	para sua informação CIG Encaminhado por Phillip K Allen/HOU/ECT em 17/07/2000 10h45 ----- Enron North America Corp. De: Rebecca W Cantrell 14/07/2000 14h31 Para: Julie A Gomez /HOU/ECT@ECT, Stephanie Miller/Corp/Enron@ENRON, Chris Meyer/HOU/ECT@ECT, Judy Townsend/HOU/ECT@ECT, Theresa Branney/HOU/ECT@ECT, Paul T Lucci/DEN/ECT @Enron, Jane M Tholt/HOU/ECT@ECT, Steven P South/HOU/ECT@ECT, Frank Ermis/HOU/ECT@ECT, Susan W Pereira/HOU/ECT@ECT, George Smith/HOU/ECT@ECT , Randall L Gay/HOU/ECT@ECT, Jim Homco/HOU/ECT@ECT, Colleen Sullivan/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Ray Hamman/HOU/EES@EES, Robert Superty /HOU/ECT@ECT, Edward Terry/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, Tori Kuykendall/HOU/ECT@ECT, Brenda H Fletcher/HOU/ECT@ECT, Jeff Coates/HOU/EES @EES, John Hodge/Corp/Enron@ENRON, Janet Edwards/Corp/Enron@ENRON, Ruth Concannon/HOU/ECT@ECT, Sylvia A Campos/HOU/ECT@ECT, Paul Tate/HOU/EES@EES, Phillip K Allen/HOU/ECT@ECT, Victor Lamadrid/HOU/ECT@ECT, Barbara G Dillard/HOU/ECT@ECT, Gary L Payne/HOU/ECT@ECT cc: Assunto: Comentários sobre os registros de conformidade do pedido 637 Para sua informação, estão anexados comentários iniciais da ENA que serão arquivados na segunda-feira nos Arquivos de Conformidade da Ordem 637 dos gasodutos indicados. (Columbia é Columbia Gas.) Para todos os outros gasodutos da lista de prioridades, apresentamos intervenções simples.
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 14/07/2000 14:00 ----- Enron North America Corp. De: Kenneth Shulklapper 14/07/2000 06:58 Para: Phillip K Allen/HOU/ ECT@ECT cc: Assunto: Produto El Paso Blanco Avg. Por favor, estenda a todos os comerciantes internos de gás o acesso ao novo produto físico GN El Paso Blanco Avg. Tori Kuykendahl e Jane Tholt devem ter acesso administrativo para gerenciar isso no EOL. Se você tiver alguma dúvida, ligue para 3-7041 Obrigado, Phillip Allen
UNK:UNK	Kay, estarei lá naquele fim de semana, mas não tenho certeza sobre o resto da família. Está tudo bem aqui. Tentarei trazer algumas fotos se não puder trazer a coisa real. Keith
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 13/07/2000 10h24 ----- De: Andy Chen em 12/07/2000 14h14 Para: Michael Etringer/HOU/ECT@ECT cc: Frank W Vickers/HOU/ECT@ECT, Saji John/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT Assunto: Projeto Elvis e Cactus Open Gas Position Mike-- Aqui são as posições líquidas abertas na fronteira Socal que temos para Elvis e Cactus. Vamos tentar marcar uma teleconferência com Phillip e John para falar sobre suas ofertas no final de suas curvas. Grosso modo, estamos olhando para 3.750 MMBtu/d nominais por 14 anos, a partir de maio de 2010, no Elvis, e 3.000 MMBtu/d, no Cactus, de junho de 2004 a abril de 2022. Andy
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 12/07/2000 14h18 ----- De: Jana Giovannini 11/07/2000 14h58 Para: Phillip K Allen/HOU/ECT@ECT cc: Celeste Roberts/HOU/ECT@ECT Assunto: assoc. para a mesa oeste Desculpe, não anexei o formulário. Existe um para Associados e outro para Analistas. Encaminhado por Jana Giovannini/HOU/ECT em 11/07/2000 16h57 ----- De: Jana Giovannini 11/07/2000 16h57 Para: Phillip K Allen/HOU/ECT@ECT cc: Celeste Roberts/HOU/ECT@ECT Assunto: assoc. para a mesa oeste Ei, Phillip, recebi seu bilhete da Celeste. Sou o Coordenador de Pessoal da ENA e preciso que você preencha o formulário de Avaliação de Necessidades em anexo antes que eu possa lhe enviar qualquer currículo. Além disso, você estaria interessado na nova classe? Os analistas começam com as unidades de negócios em 3 de agosto e Assoc. começar em 28 de agosto. Estamos começando a colocar os Associados e gostaríamos de ver se você tem interesse. Por favor, me avise. Assim que eu receber de volta a Avaliação de Necessidades (e você me avisar se puder esperar um mês), ficarei feliz em trazer alguns currículos para sua análise. Se você tiver alguma dúvida, por favor me avise. Obrigado. Encaminhado por Jana Giovannini/HOU/ECT em 11/07/2000 16h50 ----- De: Dolores Muzzy 11/07/2000 16h17 Para: Jana Giovannini/HOU/ECT@ECT cc: Assunto: associado. para a mesa oeste, acredito que Phillip Allen é da ENA. Dolores Encaminhado por Dolores Muzzy/HOU/ECT em 11/07/2000 16h17 ----- De: Phillip K Allen 11/07/2000 12h54 Para: Celeste Roberts/HOU/ECT@ECT cc: Assunto: assoc. para a mesa oeste Celeste, preciso de dois associados/analistas para a mesa de negociação de gás oeste. Você pode ajudar? Também deixei uma mensagem de voz para você. Filipe x37041
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 11/07/2000 16h59 ----- De: Robert Badeer 11/07/2000 14h44 Para: Phillip K Allen/HOU/ECT@ECT cc: Assunto:
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 11/07/2000 16h23 ----- Enron North America Corp. De: Kimberly Hillis 11/07/2000 13h16 Para: Jeffrey A Shankman/HOU/ ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, Thresa A Allen/HOU/ECT@ECT, Kristin Albrecht/HOU/ECT @ECT, Brent A Price/HOU/ECT@ECT, Steve Jackson/HOU/ECT@ECT, Beth Perlman/HOU/ECT@ECT, Sally Beck/HOU/ECT@ECT cc: Barbara Lewis/HOU/ECT@ECT, Airam Arteaga/HOU/ECT@ECT, Cherylene R Westbrook/HOU/ECT@ECT, Patti Thompson/HOU/ECT@ECT, Felicia Doan/HOU/ECT@ECT, Irena D Hogan/HOU/ECT@ECT, Ina Rangel/ HOU/ECT@ECT Assunto: Reunião de Sistemas 18/07 Observe que John Lavorato agendou uma Reunião de Sistemas para terça-feira, 18 de julho, das 14h00 às 15h00. em EB3321. Por favor, ligue para x30681 se tiver alguma dúvida. Obrigado Kim Hillis
UNK:UNK	Eu procuraria propriedades em San Antonio ou Dallas.
UNK:UNK	Celeste, preciso de dois associados/analistas para a mesa de negociação de gás oeste. Você pode ajudar? Também deixei uma mensagem de voz para você. Filipe x37041
UNK:UNK	Que tal terça-feira às 11h15 em frente ao prédio?
UNK:UNK	adicione Mike Grigsby à lista de distribuição.
UNK:UNK	testando
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 11/07/2000 06h12 ----- Enron North America Corp. De: John J Lavorato 10/07/2000 16h03 Enviado por: Kimberly Hillis Para: Jeffrey A Shankman/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Steve Jackson/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, Kristin Albrecht/HOU/ECT@ECT, Thresa A Allen/HOU/ECT@ECT, Brent A Price/HOU/ECT@ECT cc: Assunto: Reunião do Sistema 7/11 Isto é para confirmar uma reunião para amanhã, terça-feira, 11 de julho às 14h00. Por favor, refira-se à reunião como Reunião de Sistemas e observe também que haverá uma reunião de acompanhamento. A reunião será realizada na EB3321. Ligue para Kim Hillis em x30681 se tiver alguma dúvida. k
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 10/07/2000 16:40 ----- Scott Neal 10/07/2000 13:19 Para: Phillip K Allen/HOU/ECT@ECT, Hunter S Shively /HOU/ECT@ECT, Elsa Villarreal/HOU/ECT@ECT, Thomas A Martin/HOU/ECT@ECT cc: Assunto: Clientes de Gás Natural Encaminhado por Scott Neal/HOU/ECT em 10/07/2000 15h18 ----- Jason Moore 26/06/2000 10h44 Para: Scott Neal/HOU/ECT@ECT cc: Joel Henenberg/NA/Enron@Enron, Mary G Gosnell/HOU/ECT@ECT Assunto: Gás Natural Clientes Em anexo encontra-se uma planilha contendo uma lista de clientes de gás natural no banco de dados da Contraparte Global. Todas são contrapartes ativas, embora possamos não estar fazendo negócios com elas atualmente. Se você tiver alguma dúvida, sinta-se à vontade para me ligar no x33198. Jason Moore
UNK:UNK	Ina, por favor, inscreva-me neste curso sempre que Hunter estiver inscrito. Obrigado
UNK:UNK	Al, não estou em boa forma para andar um século agora. Além disso, estou cuidando de alguns ferimentos. Posso almoçar esta semana ou na próxima, vamos escolher um dia. Filipe
UNK:UNK	Brenda, O documento Word anexado é um formulário de aviso/consentimento para a venda. O arquivo Excel é uma tabela de amortização da nota. Você pode usar a Redução Adicional do Principal para registrar pré-pagamentos. Por favor, envie-me um e-mail de volta para confirmar o recebimento. Filipe
UNK:UNK	Jeff, falei com Brenda e tudo parece bem. Matt Lutz deveria ter me enviado um e-mail com algum idioma, mas não o recebi. Eu não tenho o número dele, então você pode acompanhar. Quando é a data estimada de fechamento. Deixe-me saber o que mais preciso fazer. Filipe
UNK:UNK	Gary, também conversei com Johnnie Brown em San Antonio para ser o empreiteiro geral. Segundo Johnnie, eu não pagaria menos comprando na fábrica do que comprando os painéis por meio dele, já que meu site fica na região dele. Supondo que isso seja verdade, trabalharei diretamente com ele. Acredito que ele lhe enviou meus planos. Foram elaborados pelos arquitetos Kipp Flores. Você pode confirmar se o preço é o mesmo direto da fábrica ou do distribuidor? Se você tiver as estimativas elaboradas para Johnnie, poderia enviá-las para mim também? Obrigado pelo seu tempo. Estou animado com a possibilidade de usar seu produto. Phillip Allen
UNK:UNK	Gary, obrigado pela informação.
UNK:UNK	A qualquer hora depois das 15h.
UNK:UNK	Tim, Matt enviou um e-mail para você tentando organizar alguns dados do cems e wscc. Tim H. expressou preocupação com a confiabilidade dos dados do wscc. Não sei se devemos descartar o wscc ou apenas continuar monitorando caso melhore. Deixe-me saber o que você pensa. Filipe
UNK:UNK	Quais são minhas escolhas para datas? Encaminhado por Phillip K Allen/HOU/ECT em 06/07/2000 15h44 ----- David W Delainey 29/06/2000 10h48 Para: Jeffery Ader/HOU/ECT@ECT, Phillip K Allen /HOU/ECT@ECT, Edward D Baughman/HOU/ECT@ECT, Tim Belden/HOU/ECT@ECT, Greg Blair/Corp/Enron@Enron, Bryan Burnett/HOU/ECT@ECT, George Carrick/HOU/ECT @ECT, Joseph Deffner/HOU/ECT@ECT, Janet R Dietrich/HOU/ECT@ECT, Craig A Fox/HOU/ECT@ECT, Julie A Gomez/HOU/ECT@ECT, Mike Jakubik/HOU/ECT@ECT , Scott Josey/Corp/Enron@ENRON, Fred Lagrasta/HOU/ECT@ECT, John J Lavorato/Corp/Enron@Enron, Thomas A Martin/HOU/ECT@ECT, Gil Muhl/Corp/Enron@ENRON, Scott Neal /HOU/ECT@ECT, Jesse Neyman/HOU/ECT@ECT, Edward Ondarza/HOU/ECT@ECT, Ozzie Pagan/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, Mike A Roberts/HOU/ ECT@ECT, Jim Schwieger/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Bruce Sukaly/Corp/Enron@Enron, Colleen Sullivan/HOU/ECT@ECT, Mike Swerzbin/HOU/ECT@ECT, John Thompson/LON/ECT@ECT, Carl Tricoli/Corp/Enron@Enron, Greg Wolfe/HOU/ECT@ECT cc: Billy Lemmons/Corp/Enron@ENRON, Mark Frevert/NA/Enron@Enron Assunto: Impacto Executivo e Pessoal do Curso de Influência, vocês são os demais oficiais da ENA que ainda não se inscreveram neste programa de treinamento obrigatório. O objectivo da ENA é que todos os seus responsáveis ​​sejam aprovados no programa antes do final do ano civil de 2000. O curso recebeu notas muito altas pela sua eficácia. Reserve um tempo agora para se inscrever no programa. Fale com seu representante de RH se precisar de ajuda para se inscrever. Atenciosamente, Delainey
UNK:UNK	Lucy, recebi seu e-mail. Não tive tempo de terminar. Vou ler neste fim de semana e perguntar ao meu pai sobre o ar condicionado. Estou feliz que você esteja gostando do trabalho. Esse final de semana vou marcar o contrato de locação e as regras. Se eu não mencionei isso quando estive lá, o dia 4 é um feriado remunerado para você e Wade. Tenha um bom fim de semana e falarei com você na próxima semana. Filipe
UNK:UNK	O que são informações GIS? Você pode fazer isso? Encaminhado por Phillip K Allen/HOU/ECT em 30/06/2000 12h53 ----- Enron North America Corp. De: David W Delainey 30/06/2000 07h42 Enviado por: Kay Chapman Para: Raymond Bowen/HOU/ECT@ECT, Wes Colwell/HOU/ECT@ECT, Janet R Dietrich/HOU/ECT@ECT, Jeff Donahue/HOU/ECT@ECT, Gary Hickerson/HOU/ECT@ECT, John J Lavorato/ Corp/Enron@Enron, George McClellan/HOU/ECT@ECT, Jere C Overdyke/HOU/ECT@ECT, Brian Redmond/HOU/ECT@ECT, Jeffrey A Shankman/HOU/ECT@ECT, Colleen Sullivan/HOU/ECT @ECT, Mark E Haedicke/HOU/ECT@ECT, Vince J Kaminski/HOU/ECT@ECT, Julia Murray/HOU/ECT@ECT, Greg Hermans/Corp/Enron@Enron, Paul Adair/Corp/Enron@Enron, Jeffery Ader/HOU/ECT@ECT, James A Ajello/HOU/ECT@ECT, Jaime Alatorre/NA/Enron@Enron, Brad Alford/ECP/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT, Tim Belden/HOU/ECT@ECT, Michael J Beyer/HOU/ECT@ECT, Brian Bierbach/DEN/ECT@Enron, Donald M-ECT Originação Black/HOU/ECT@ECT, Greg Blair/Corp/Enron@Enron, Brad Blesie/Corp/Enron@ENRON, Michael W Bradley/HOU/ECT@ECT, Craig Breslau/HOU/ECT@ECT, Christopher F Calger/PDX/ECT@ECT, Cary M Carrabine/ Corp/Enron@Enron, George Carrick/HOU/ECT@ECT, Douglas Clifford/Corp/Enron@ENRON, Bob Crane/HOU/ECT@ECT, Joseph Deffner/HOU/ECT@ECT, Kent Densley/Corp/Enron@Enron , Timothy J Detmering/HOU/ECT@ECT, W David Duran/HOU/ECT@ECT, Ranabir Dutt/Corp/Enron@Enron, Craig A Fox/HOU/ECT@ECT, Julie A Gomez/HOU/ECT@ECT, David Howe/Corp/Enron@ENRON, Mike Jakubik/HOU/ECT@ECT, Scott Josey/Corp/Enron@ENRON, Jeff Kinneman/HOU/ECT@ECT, Kyle Kitagawa/CAL/ECT@ECT, Fred Lagrasta/HOU/ ECT@ECT, Billy Lemmons/Corp/Enron@ENRON, Laura Luce/Corp/Enron@Enron, Richard Lydecker/Corp/Enron@Enron, Randal Maffett/HOU/ECT@ECT, Rodney Malcolm/HOU/ECT@ECT, Michael McDonald/SF/ECT@ECT, Jesus Melendrez/Corp/Enron@Enron, mmiller3@enron.com, Rob Milnthorp/CAL/ECT@ECT, Gil Muhl/Corp/Enron@ENRON, Scott Neal/HOU/ECT@ECT, Edward Ondarza/HOU/ECT@ECT, Michelle Parks/Corp/Enron@Enron, David Parquet/SF/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, Steve Pruett/Corp/Enron@Enron, Daniel Reck/HOU /ECT@ECT, Andrea V Reed/HOU/ECT@ECT, Jim Schwieger/HOU/ECT@ECT, Cliff Shedd/NA/Enron@Enron, Hunter S Shively/HOU/ECT@ECT, Stuart Staley/LON/ECT@ ECT, Fletcher J Sturm/HOU/ECT@ECT, Thomas M Suffield/Corp/Enron@ENRON, Bruce Sukaly/Corp/Enron@Enron, Jake Thomas/HOU/ECT@ECT, C John Thompson/Corp/Enron@ENRON, Carl Tricoli/Corp/Enron@Enron, Max Yzaguirre/NA/Enron@ENRON, Sally Beck/HOU/ECT@ECT, Nick Cocavessis/Corp/Enron@ENRON, Peggy Hedstrom/CAL/ECT@ECT, Sheila Knudsen/Corp/ Enron@ENRON, Jordan Mintz/HOU/ECT@ECT, David Oxley/HOU/ECT@ECT, Brent A Price/HOU/ECT@ECT, Mike Swerzbin/HOU/ECT@ECT, Alan Aronowitz/HOU/ECT@ECT, Edward D Baughman/HOU/ECT@ECT, Bryan Burnett/HOU/ECT@ECT, James I Ducote/HOU/ECT@ECT, Douglas B Dunn/HOU/ECT@ECT, Stinson Gibner/HOU/ECT@ECT, Barbara N Gray/HOU/ECT@ECT, Robert Greer/HOU/ECT@ECT, Jeffrey T Hodge/HOU/ECT@ECT, Andrew Kelemen/HOU/ECT@ECT, Grant Masson/HOU/ECT@ECT, Jesse Neyman/HOU/ ECT@ECT, Ozzie Pagan/HOU/ECT@ECT, Mike A Roberts/HOU/ECT@ECT, William Rome/HOU/ECT@ECT, Lance Schuler-Legal/HOU/ECT@ECT, Vasant Shanbhogue/HOU/ECT@ ECT, Gregory L Sharp/HOU/ECT@ECT, Mark Taylor/HOU/ECT@ECT, Sheila Tweed/HOU/ECT@ECT, Greg Wolfe/HOU/ECT@ECT, Mark Dobler/NA/Enron@Enron, Thomas A Martin/HOU/ECT@ECT, Steven Schneider/Enron@Gateway cc: Cindy Skinner/HOU/ECT@ECT, Ted C Bland/HOU/ECT@ECT, David W Delainey/HOU/ECT@ECT, Marsha Schiller/HOU/ ECT@ECT, Shirley Tijerina/Corp/Enron@ENRON, Christy Chapman/HOU/ECT@ECT, Stella L Ely/HOU/ECT@ECT, Kimberly Hillis/HOU/ECT@ect, Yolanda Ford/HOU/ECT@ECT, Donna Baker/HOU/ECT@ECT, Katherine Benedict/HOU/ECT@ECT, Barbara Lewis/HOU/ECT@ECT, Janette Elbertson/HOU/ECT@ECT, Shirley Crenshaw/HOU/ECT@ECT, Carolyn George/Corp/ Enron@ENRON, Kimberly Brown/HOU/ECT@ECT, Claudette Harvey/HOU/ECT@ect, Terrelyn Parker/HOU/ECT@ECT, Maria Elena Mendoza/NA/Enron@Enron, Ina Rangel/HOU/ECT@ECT, Debra Davidson/PDX/ECT@ECT, Jessica A Wentworth/DEN/ECT@Enron, Catherine DuMont/PDX/ECT@ECT, Betty J Coneway/HOU/ECT@ECT, Nicole Mayer/HOU/ECT@ECT, Sherri Carpenter/ HOU/ECT@ECT, Susan Fallon/Corp/Enron@ENRON, Tina Rode/HOU/ECT@ECT, Tonai Lehr/Corp/Enron@ENRON, Iris Wong/CAL/ECT@ECT, Rebecca.Young@enron.com, Maxine E Levingston/Corp/Enron@Enron, Lynn Pikofsky/Corp/Enron@ENRON, Luann Mitchell/Corp/Enron@Enron, Ana Alcantara/HOU/ECT@ECT, Deana Fortine/Corp/Enron@ENRON, Deborah J Edison/ HOU/ECT@ECT, Lisa Zarsky/HOU/ECT@ECT, Angela McCulloch/CAL/ECT@ECT, Dusty Warren Paez/HOU/ECT@ECT, Cristina Zavala/SF/ECT@ECT, Felicia Doan/HOU/ECT@ ECT, Denys Watson/Corp/Enron@ENRON, Angie Collins/HOU/ECT@ECT, Tammie Davis/NA/Enron@Enron, Gerry Taylor/Corp/Enron@ENRON, Lorie Leigh/HOU/ECT@ECT, Airam Arteaga/ HOU/ECT@ECT, Tina Tennant/HOU/ECT@ECT, Mollie Gustafson/PDX/ECT@ECT, Pilar Cerezo/NA/Enron@ENRON, Patti Thompson/HOU/ECT@ECT, Letícia Leal/HOU/ECT@ECT , Darlene C Forsyth/HOU/ECT@ECT, Rhonna Palmer/HOU/ECT@ECT, Irena D Hogan/HOU/ECT@ECT, Joya Davis/HOU/ECT@ECT, Erica Braden/HOU/ECT@ECT, Anabel Gutierrez /HOU/ECT@ECT, Jenny Helton/HOU/ECT@ect, Christine Drummond/HOU/ECT@ECT, Kevin G Moore/HOU/ECT@ECT, Dina Snow/Corp/Enron@Enron, Lillian Carroll/HOU/ECT @ECT, Taffy Milligan/HOU/ECT@ECT, Laura Harder/Corp/Enron@Enron, Nancy Hall/HOU/ECT@ECT, Tina Rode/HOU/ECT@ECT, Crystal Blair/HOU/ECT@ECT, Angie Collins /HOU/ECT@ECT, Donna Baker/HOU/ECT@ECT, Melissa Jones/NA/Enron@ENRON, Beth A Ryan/HOU/ECT@ECT, Shirley Crenshaw/HOU/ECT@ECT, Tamara Jae Black/HOU/ ECT@ECT, Amy Cooper/HOU/ECT@ECT, Kay Chapman/HOU/ECT@ECT Assunto: (Lembrete) Atualizar informações GIS Este é um lembrete!!! Se você ainda não reservou um tempo para atualizar suas informações GIS, faça-o. É fundamental que esta função seja executada o mais rápido possível. Por favor, leia o seguinte memorando enviado a você há alguns dias e se você tiver alguma dúvida sobre esta solicitação, sinta-se à vontade para ligar para Ted Bland @ 3-5275. Com o rápido crescimento da Enron, precisamos de manter a capacidade de transferir funcionários entre empresas operacionais e novos empreendimentos. Para fazer isso, é essencial ter um processo que nos permita coletar, atualizar e reter dados de funcionários. No espírito de One Enron, e com base no sucesso do Processo de Revisão de Desempenho do VP/MD Global de final de ano, o VP/MD PRC da Enron solicita que todos os Vice-Presidentes e Diretores Gerentes da Enron atualizem seus perfis. As responsabilidades atuais, o histórico profissional, as habilidades e a educação precisam ser preenchidos por meio do Sistema de Informações Global de RH. O HRGIS pode ser acessado através da página inicial do HRWEB na intranet. Basta acessar hrweb.enron.com e procurar o link HRGIS. Ou simplesmente digite eglobal.enron.com na linha de comando do seu navegador. A data limite para atualizar esses perfis é 7 de julho. Se você desejar ter uma cópia impressa de um modelo que possa ser preenchido e devolvido para entrada, ou se precisar de ajuda com a inscrição HRGIS, entre em contato com Kathy Schultea pelo telefone x33841. Sua resposta oportuna a esta solicitação é muito apreciada. Obrigado, Dave
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 27/06/2000 16h39 ----- TIM HEIZENRADER 27/06/2000 11h35 Para: John J Lavorato/Corp/Enron@Enron, Phillip K Allen /HOU/ECT@ECT cc: Tim Belden/HOU/ECT@ECT Assunto: Materiais de Estratégia do Poder Ocidental Os gráficos da reunião de hoje estão anexados:
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 27/06/2000 12h32 ----- Zimin Lu 14/06/2000 07h09 Para: Mark Breese/HOU/ECT@ECT cc: Stinson Gibner/ HOU/ECT@ECT, Vince J Kaminski/HOU/ECT@ECT, Colleen Sullivan/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Thomas A Martin/HOU /ECT@ECT, Jim Schwieger/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT Assunto: modelo de armazenamento de gás Mark, Estamos atualmente testando o modelo de armazenamento. A versão anexa contém deltas e variáveis ​​de decisão. Você mencionou que tem recursos para executar o modelo. Por favor, faça isso. Isso nos ajudará a ganhar experiência com o mercado versus o modelo. Vou distribuir um artigo da Caminus, fornecedora de software. O artigo ilustra muito bem a opcionalidade associada à operação de armazenamento. O modelo de armazenamento da Enron Research é muito parecido com esse, embora a implementação possa ser diferente. Deixe-me saber se você tiver alguma dúvida. Zimin
UNK:UNK	sua voz está curada ou você vai usar um mensageiro em tempo real?
UNK:UNK	não
UNK:UNK	Ray, há algum detalhe sobre o proxy de custo do gás. Quais pontos de entrega de quais publicações serão utilizadas? Basicamente, você pode nos ajudar a obter algum esclarecimento sobre o idioma do custo médio diário do gás para todos os pontos de entrega na Califórnia? Filipe
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 26/06/2000 13:57 ----- a equipe shockwave.com <shockwave.com@shockwave.m0.net> em 23/06/2000 10:49: 22h Por favor, responda a shockwave.com@shockwave.m0.net Para: pallen@enron.com cc: Assunto: Baixe o Frogger antes que ele desapareça! Caro Phillip, Frogger deixará o shockwave.com em breve... Salve-o no seu Shockmachine agora! Cada sapo tem o seu dia - jogos também. Frogger teve um ótimo desempenho como um clássico de arcade, mas em breve deixará o lago shockwave.com. A boa notícia é que você pode baixá-lo para o seu Shockmachine e adquiri-lo para sempre! Não conhece o Shockmachine? Você pode baixar o Shockmachine gratuitamente e salvar todos os seus favoritos para download para jogar off-line, em tela cheia, quando quiser. Baixe o Frogger ao meio-dia, PST do dia 30 de junho, enquanto ainda estiver no site! a equipe shockwave.com ~~~~~~~~~~~~~~~~~~~~~~~~ Instruções para cancelar a assinatura ~~~~~~~~~~~~~~~~~~~ ~~~~~ Tem certeza de que deseja cancelar a inscrição e parar de receber nossos e-mails? Tudo bem... clique aqui: http://shockwave1.m0.net/m/u/shk/s.asp?e=pallen%40enron.com #27279
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 23/06/2000 11h45 ----- Enron North America Corp. De: Michael Walters 21/06/2000 16h17 Para: Phillip K Allen/HOU/ ECT@ECT, Paul T Lucci/DEN/ECT@Enron cc: Tara Sweitzer/HOU/ECT@ECT Assunto: Livro da FT-Denver sobre EOL Phil ou Paul: Por favor, encaminhe esta nota para Torrey Moorer ou Tara Sweitzer no departamento EOL. Deve ser enviado por você. De acordo com esta solicitação, solicitamos que todas as transações financeiras no EOL sejam transferidas para o livro FT-Denver, em vez do livro físico ENA IM-Denver. Desde já, obrigado. Mick Walters 3-4783 EB3299d
UNK:UNK	Scott, enviei sua pergunta por e-mail para um amigo que trabalha na nova empresa. Acho que sei a resposta às suas perguntas, mas quero obter dele os detalhes exatos. Basicamente, eles oferecerão energia on-line a um preço fixo ou a algum preço que seja inferior ao do fornecedor atual. Então, quando suas vendas forem grandes o suficiente, eles irão para o mercado atacadista para se proteger e obter lucro. O risco é que tenham construído margem suficiente para lhes dar espaço para gerir o risco de preço. Este é o meu melhor palpite. Entrarei em contato com você com mais. Filipe
UNK:UNK	Lucy, quero falar pessoalmente com Wade. Ele pode me ligar no trabalho ou em casa. Ou se você me enviar o número dele por e-mail, eu ligarei para ele. Gostaria que Gary orientasse Wade nas tarefas de reforma e você pudesse dar a ele ordens de serviço para manutenção normal. Ligarei para você amanhã para discutir assuntos do escritório. Você precisa que Mary venha mais alguma sexta-feira? Acho que posso adivinhar sua resposta. Talvez eu passe por aqui nesta sexta-feira. Filipe
UNK:UNK	http://ectpdx-sunone.ect.enron.com/~theizen/wsccnav/
